artist,attack,collectible,cost,durability,dust,entourage,faction,flavor,health,howToEarn,howToEarnGolden,id,mechanics,name,overload,playRequirements,playerClass,race,rarity,set,spellDamage,targetingArrowText,text,type
Nutthapon Petchthai,,True,5.0,,"[40, 400, 5, 50]",,,"It's on the rack next to ice lance, acid lance, and English muffin lance.",,,,AT_001,,Flame Lance,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",MAGE,,COMMON,TGT,,,Deal $8 damage to a minion.,SPELL
Efrem Palacios,,True,4.0,,,,,"A good paladin has many tools.  Hammer of Wrath, Pliers of Vengeance, Hacksaw of Justice, etc.",,Unlocked at Level 1.,Unlocked at Level 32.,CS2_094,,Hammer of Wrath,,{'REQ_TARGET_TO_PLAY': 0},PALADIN,,FREE,CORE,,,"Deal $3 damage.
Draw a card.",SPELL
Josh Harris,9.0,True,6.0,,"[400, 1600, 100, 400]",,,The Dark Animus is evil and mysterious and huge and unable to write sentences that utilize proper grammar.,9.0,,,GVG_077,,Anima Golem,,,WARLOCK,MECHANICAL,EPIC,GVG,,,"At the end of each turn, destroy this minion if it's your only one.",MINION
Kevin Chen,,True,2.0,,"[40, 400, 5, 50]",,,Very dangerous when attached to a demonbomb.,,,,AT_024,,Demonfuse,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_WITH_RACE': 15, 'REQ_TARGET_TO_PLAY': 0}",WARLOCK,,COMMON,TGT,,,Give a Demon +3/+3. Give your opponent a Mana Crystal.,SPELL
Zolton Boros,3.0,True,2.0,,"[40, 400, 5, 50]",,,This guy is excellent at adjusting your haircut and/or height.,2.0,,,GVG_023,['BATTLECRY'],Goblin Auto-Barber,,,ROGUE,MECHANICAL,COMMON,GVG,,,<b>Battlecry:</b> Give your weapon +1 Attack.,MINION
Daarken,0.0,True,4.0,,"[40, 400, 5, 50]",,,Spawn of the Light? Or Pawn of the Lights?,5.0,,,EX1_335,,Lightspawn,,,PRIEST,,COMMON,EXPERT1,,,This minion's Attack is always equal to its Health.,MINION
Wei Wang,,True,3.0,,,"['NEW1_032', 'NEW1_033', 'NEW1_034']",,"You could summon Misha, Leokk, or Huffer!  Huffer is more trouble than he's worth.",,Unlocked at Level 2.,Unlocked at Level 45.,NEW1_031,,Animal Companion,,{'REQ_NUM_MINION_SLOTS': 1},HUNTER,,COMMON,CORE,,,Summon a random Beast Companion.,SPELL
Skan Srisuwan,3.0,True,4.0,,,,,"A-1 and A-2 went nuts, when they should have gone bolts.",4.0,"Unlocked in The Ruined City, in the League of Explorers adventure.","Crafting unlocked in The Ruined City, in the League of Explorers adventure.",LOE_039,['BATTLECRY'],Gorillabot A-3,,,NEUTRAL,MECHANICAL,COMMON,LOE,,,"<b>Battlecry:</b> If you control another Mech, <b>Discover</b> a Mech.",MINION
Matt Gaser,2.0,True,3.0,,"[40, 400, 5, 50]",,,"Unlike bound elementals, Unbound ones really enjoy a night on the town.",4.0,,,EX1_258,,Unbound Elemental,,,SHAMAN,,COMMON,EXPERT1,,,"Whenever you play a card with <b>Overload</b>, gain +1/+1.",MINION
Raymond Swanland,6.0,True,5.0,,"[1600, 3200, 400, 1600]",,,"Vol'jin is a shadow hunter, which is like a shadow priest except more voodoo.",2.0,,,GVG_014,['BATTLECRY'],Vol'jin,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",PRIEST,,LEGENDARY,GVG,,Swap Health.,<b>Battlecry:</b> Swap Health with another minion.,MINION
Lucas Graciano,6.0,True,6.0,,,,,Volcanic Drakes breathe lava instead of fire. The antacid vendor at Thorium Point does a brisk business with them.,4.0,"Unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.","Crafting unlocked in Hidden Laboratory, in the Blackrock Mountain adventure.",BRM_025,,Volcanic Drake,,,NEUTRAL,DRAGON,COMMON,BRM,,,Costs (1) less for each minion that died this turn.,MINION
Zoltan Boros,1.0,True,5.0,,"[400, 1600, 100, 400]",,,One bot's junk is another bot's AWESOME UPGRADE!,5.0,,,GVG_106,,Junkbot,,,NEUTRAL,MECHANICAL,EPIC,GVG,,,"Whenever a friendly Mech dies, gain +2/+2.",MINION
Gonzalo Ordonez,3.0,True,3.0,,"[40, 400, 5, 50]",,ALLIANCE,Never wash your whites with a Scarlet Crusader.,1.0,,,EX1_020,['DIVINE_SHIELD'],Scarlet Crusader,,,NEUTRAL,,COMMON,EXPERT1,,,<b>Divine Shield</b>,MINION
Tom Baxa,3.0,True,3.0,,"[1600, 3200, 400, 1600]",,ALLIANCE,Tinkmaster Overspark nearly lost his Tinker's license after the Great Ironforge Squirrel Stampede of '09.,3.0,,,EX1_083,['BATTLECRY'],Tinkmaster Overspark,,,NEUTRAL,,LEGENDARY,EXPERT1,,Transform a minion into a 5/5 or a 1/1 at random.,<b>Battlecry:</b> Transform another random minion into a 5/5 Devilsaur or a 1/1 Squirrel.,MINION
Alex Horley Orlandelli,2.0,True,4.0,,"[100, 800, 20, 100]",,ALLIANCE,You wouldn’t think that Argus would need this much defending.  But it does.,3.0,,,EX1_093,['BATTLECRY'],Defender of Argus,,,NEUTRAL,,RARE,EXPERT1,,,<b>Battlecry:</b> Give adjacent minions +1/+1 and <b>Taunt</b>.,MINION
Alex Horley Orlandelli,5.0,True,5.0,,,,,"Yeah, sure. That Ragnaros ""fell off the back of a truck"".",6.0,"Unlocked in the Spire, in One Night in Karazhan.","Crafting unlocked in the Spire, in One Night in Karazhan.",KAR_070,['BATTLECRY'],Ethereal Peddler,,,ROGUE,,RARE,KARA,,,"[x]<b>Battlecry:</b> Reduce the Cost
of cards in your hand from
other classes by (2).",MINION
Turovec Konstantin,3.0,True,4.0,,,,,"Less serious than its cousin, the Grave Spider.",3.0,"Unlocked in Uldaman, in the League of Explorers adventure.","Crafting unlocked in Uldaman, in the League of Explorers adventure.",LOE_047,['BATTLECRY'],Tomb Spider,,,NEUTRAL,BEAST,COMMON,LOE,,,<b>Battlecry: Discover</b> a Beast.,MINION
Jeff Haynie,,True,2.0,,"[40, 400, 5, 50]",,,"If you're looking to make an ""Emo"" deck, this card is perfect!",,,,GVG_015,,Darkbomb,,{'REQ_TARGET_TO_PLAY': 0},WARLOCK,,COMMON,GVG,,,Deal $3 damage.,SPELL
Jakub Kasper,4.0,True,5.0,,,,,"If you want your wish granted, don't rub him the wrong way.",6.0,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",LOE_053,,Djinni of Zephyrs,,,NEUTRAL,,EPIC,LOE,,,"After you cast a spell on another friendly minion, cast a copy of it on this one.",MINION
Randy Gallegos,1.0,True,1.0,,"[100, 800, 20, 100]",,,"Every pirate uses the same four digits to access Automated Gold Dispensers.  It's called the ""Pirate's Code"".",2.0,,,NEW1_025,['BATTLECRY'],Bloodsail Corsair,,,NEUTRAL,PIRATE,RARE,EXPERT1,,,<b>Battlecry:</b> Remove 1 Durability from your opponent's weapon.,MINION
Ittoku,,True,1.0,,"[40, 400, 5, 50]",,,I am not sure how you get demptioned the first time.  It’s a mystery!,,,,EX1_136,['SECRET'],Redemption,,,PALADIN,,COMMON,EXPERT1,,,"<b>Secret:</b> When one of your minions dies, return it to life with 1 Health.",SPELL
Chris Seaman,4.0,True,5.0,,"[40, 400, 5, 50]",,,The secret ingredient: liquified funnel cake.,5.0,,,OG_234,['BATTLECRY'],Darkshire Alchemist,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_NONSELF_TARGET': 0}",PRIEST,,COMMON,OG,,,<b>Battlecry:</b> Restore 5 Health.,MINION
Jim Nelson,,True,2.0,,,,,"If you are thinking about visiting Moonbrook, you better roll deep.",,"Unlocked in Blackrock Depths, in the Blackrock Mountain adventure.","Crafting unlocked in Blackrock Depths, in the Blackrock Mountain adventure.",BRM_007,,Gang Up,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",ROGUE,,COMMON,BRM,,,Choose a minion. Shuffle 3 copies of it into your deck.,SPELL
Andrew Hou,2.0,True,3.0,,"[100, 800, 20, 100]",,,"Druids who spend too long in bear form are more susceptible to the whispers of the Old Gods.  Right now they are whispering the lyrics to ""La Bamba"".",2.0,,,OG_313,,Addled Grizzly,,,DRUID,BEAST,RARE,OG,,,"After you summon a minion, give it +1/+1.",MINION
Jaemin Kim,0.0,True,1.0,,,,,Think of them as bullets for your dragon gun.,2.0,"Unlocked in Blackrock Spire, in the Blackrock Mountain adventure.","Crafting unlocked in Blackrock Spire, in the Blackrock Mountain adventure.",BRM_022,,Dragon Egg,,,NEUTRAL,,RARE,BRM,,,"Whenever this minion takes damage, summon a 2/1 Whelp.",MINION
Cole Eastburn,4.0,True,4.0,,"[100, 800, 20, 100]",,,Amberweaving is a specialty course at the local trade school.,5.0,,,OG_188,"['BATTLECRY', 'RITUAL']",Klaxxi Amber-Weaver,,,DRUID,,RARE,OG,,,"<b>Battlecry:</b> If your C'Thun has at least 10 Attack, gain +5 Health.",MINION
Penny Arcade,5.0,True,6.0,,"[100, 800, 20, 100]",,,Needs just a few more ratings points to become Grandmaster Jouster.,6.0,,,AT_112,['BATTLECRY'],Master Jouster,,,NEUTRAL,,RARE,TGT,,,"<b>Battlecry:</b> Reveal a minion in each deck. If yours costs more, gain <b>Taunt</b> and <b>Divine Shield</b>.",MINION
Bernie Kang,0.0,True,1.0,,"[40, 400, 5, 50]",,,Imps are content to hide and viciously taunt everyone nearby.,1.0,,,CS2_059,['STEALTH'],Blood Imp,,,WARLOCK,DEMON,COMMON,EXPERT1,,,"<b>Stealth</b>. At the end of your turn, give another random friendly minion +1 Health.",MINION
Steve Prescott,,True,1.0,,"[40, 400, 5, 50]",,,Good idea: Buffing your minions.  Bad idea: Starting a conversation in the Barrens.,,,,CS1_129,,Inner Fire,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",PRIEST,,COMMON,EXPERT1,,,Change a minion's Attack to be equal to its Health.,SPELL
Raymond Swanland,3.0,True,8.0,,"[1600, 3200, 400, 1600]",,,He is the weakest of the four Elemental Lords.  And the other three don't let him forget it.,5.0,,,NEW1_010,"['CHARGE', 'DIVINE_SHIELD', 'TAUNT', 'WINDFURY']",Al'Akir the Windlord,,,SHAMAN,,LEGENDARY,EXPERT1,,,"<b>Windfury, Charge, Divine Shield, Taunt</b>",MINION
Wei Wang,3.0,True,2.0,,"[40, 400, 5, 50]",,ALLIANCE,His youthful enthusiasm doesn’t always equal excellence in his brews.   Don’t drink the Mogu Stout!,2.0,,,EX1_049,['BATTLECRY'],Youthful Brewmaster,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_FRIENDLY_TARGET': 0, 'REQ_NONSELF_TARGET': 0, 'REQ_MINION_TARGET': 0}",NEUTRAL,,COMMON,EXPERT1,,Return a minion to your hand.,<b>Battlecry:</b> Return a friendly minion from the battlefield to your hand.,MINION
Howard Lyon,1.0,True,1.0,,,,,This card is boaring.,1.0,,Unlocked at Hunter Level 53.,CS2_171,['CHARGE'],Stonetusk Boar,,,NEUTRAL,BEAST,FREE,CORE,,,<b>Charge</b>,MINION
Glenn Rane,,True,5.0,,,,,"If you don't want to be assassinated, move to the Barrens and change your name. Good luck!",,Unlocked at Level 1.,Unlocked at Level 47.,CS2_076,,Assassinate,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0, 'REQ_ENEMY_TARGET': 0}",ROGUE,,FREE,CORE,,,Destroy an enemy minion.,SPELL
Alex Horley Orlandelli,1.0,True,2.0,,"[1600, 3200, 400, 1600]",,,He's in charge of the Annual Scarlet Monastery Blood Drive!,1.0,,,EX1_012,['DEATHRATTLE'],Bloodmage Thalnos,,,NEUTRAL,,LEGENDARY,EXPERT1,1.0,,<b>Spell Damage +1</b>. <b>Deathrattle:</b> Draw a card.,MINION
Chris Seaman,4.0,True,4.0,,"[40, 400, 5, 50]",,,The yetis of Chillwind Point are a source of both inspiration and savage beatings.,5.0,,,GVG_078,['DEATHRATTLE'],Mechanical Yeti,,,NEUTRAL,MECHANICAL,COMMON,GVG,,,<b>Deathrattle:</b> Give each player a <b>Spare Part.</b>,MINION
Dan Scott,2.0,True,1.0,,,,ALLIANCE,"Mrrraggglhlhghghlgh, mrgaaag blarrghlgaahahl mrgggg glhalhah a bghhll graggmgmg Garrosh mglhlhlh mrghlhlhl!!",1.0,,Unlocked at Priest Level 51.,CS2_168,,Murloc Raider,,,NEUTRAL,MURLOC,FREE,CORE,,,,MINION
Luca Zontini,,True,10.0,,"[400, 1600, 100, 400]",,,Take the time for an evil laugh after you draw this card.,,,,EX1_279,,Pyroblast,,{'REQ_TARGET_TO_PLAY': 0},MAGE,,EPIC,EXPERT1,,,Deal $10 damage.,SPELL
Alex Horley Orlandelli,5.0,True,5.0,,"[40, 400, 5, 50]",,ALLIANCE,The wonderful thing about tigers is tigers are wonderful things!,5.0,,,EX1_028,['STEALTH'],Stranglethorn Tiger,,,NEUTRAL,BEAST,COMMON,EXPERT1,,,<b>Stealth</b>,MINION
Raplph Horsley,1.0,True,1.0,3.0,,,,They'll be MUCH easier to use once they add the spirit<i>thumb</i>.,,"Unlocked in the Spire, in One Night in Karazhan.","Crafting unlocked in the Spire, in One Night in Karazhan.",KAR_063,,Spirit Claws,,,SHAMAN,,COMMON,KARA,,,"[x]Has +2 Attack while you
have <b>Spell Damage</b>.",WEAPON
E.M. Gist,5.0,True,7.0,,,,,Holy beings from the beyond are so cliché!,6.0,Unlocked at Level 8.,Unlocked at Level 47.,CS2_088,['BATTLECRY'],Guardian of Kings,,,PALADIN,,COMMON,CORE,,,<b>Battlecry:</b> Restore 6 Health to your hero.,MINION
Glenn Rane,5.0,True,6.0,,"[1600, 3200, 400, 1600]",,,"Sylvanas was turned into the Banshee Queen by Arthas, but he probably should have just killed her because it just pissed her off.",5.0,,,EX1_016,['DEATHRATTLE'],Sylvanas Windrunner,,,NEUTRAL,,LEGENDARY,EXPERT1,,,<b>Deathrattle:</b> Take control of a random enemy minion.,MINION
Dan Scott,5.0,True,5.0,,"[1600, 3200, 400, 1600]",,,He was <i>this close</i> to piloting a massive juggernaut into Stormwind Harbor. If it weren't for those pesky kids!,4.0,,,NEW1_024,['BATTLECRY'],Captain Greenskin,,,NEUTRAL,PIRATE,LEGENDARY,EXPERT1,,,<b>Battlecry:</b> Give your weapon +1/+1.,MINION
,,True,,,,,,,30.0,,,HERO_08a,,Medivh,,,MAGE,,EPIC,HERO_SKINS,,,,HERO
Arthur Bozonnet,3.0,True,2.0,,"[100, 800, 20, 100]",,,And he can't get up.,2.0,,,AT_003,,Fallen Hero,,,MAGE,,RARE,TGT,,,Your Hero Power deals 1 extra damage.,MINION
Dany Orizio,7.0,True,5.0,,,,,"Stalagg want to write own flavor text.  ""STALAGG AWESOME!""",4.0,"Unlocked in The Construct Quarter, in the Naxxramas adventure.","Crafting unlocked in The Construct Quarter, in the Naxxramas adventure.",FP1_014,['DEATHRATTLE'],Stalagg,,,NEUTRAL,,LEGENDARY,NAXX,,,"<b>Deathrattle:</b> If Feugen also died this game, summon Thaddius.",MINION
Tooth,1.0,True,5.0,,"[1600, 3200, 400, 1600]",,,Spoiler alert: Bolvar gets melted and then sits on an ice throne and everyone forgets about him.,7.0,,,GVG_063,,Bolvar Fordragon,,,PALADIN,,LEGENDARY,GVG,,,"Whenever a friendly minion dies while this is in your hand, gain +1 Attack.",MINION
Jim Nelson,2.0,True,3.0,,"[100, 800, 20, 100]",,,"""LUMOS!"" is not what they yell. What do you think this is, Hogwarts?",4.0,,,GVG_089,,Illuminator,,,NEUTRAL,,RARE,GVG,,,"If you control a <b>Secret</b> at the end of your turn, restore 4 Health to your hero.",MINION
Richard Wright,,True,5.0,,"[100, 800, 20, 100]",,,Is the sky falling?  Yes.  Yes it is.,,,,NEW1_007,['CHOOSE_ONE'],Starfall,,"{'REQ_TARGET_IF_AVAILABLE': 0, 'REQ_MINION_TARGET': 0}",DRUID,,RARE,EXPERT1,,,<b>Choose One -</b> Deal $5 damage to a minion; or $2 damage to all enemy minions.,SPELL
Arthur Gimaldinov,2.0,True,3.0,,"[100, 800, 20, 100]",,,"The Coldlight murlocs reside in the darkest pits of the Abyssal Depths.  So no, there's no getting away from murlocs.",3.0,,,EX1_103,['BATTLECRY'],Coldlight Seer,,,NEUTRAL,MURLOC,RARE,EXPERT1,,,<b>Battlecry:</b> Give ALL other Murlocs +2 Health.,MINION
Chris Rahn,4.0,True,5.0,,,,,What do Faerie Dragons and Spectral Knights have in common?  They both love pasta!,6.0,"Unlocked in The Military Quarter, in the Naxxramas adventure.","Crafting unlocked in The Military Quarter, in the Naxxramas adventure.",FP1_008,"['CANT_BE_TARGETED_BY_SPELLS', 'CANT_BE_TARGETED_BY_HERO_POWERS']",Spectral Knight,,,NEUTRAL,,COMMON,NAXX,,,Can't be targeted by spells or Hero Powers.,MINION
Paul Mafayon,,True,6.0,,"[400, 1600, 100, 400]",,,A prime example of lose-lose negotiating.,,,,AT_025,,Dark Bargain,,{'REQ_MINIMUM_ENEMY_MINIONS': 2},WARLOCK,,EPIC,TGT,,,Destroy 2 random enemy minions. Discard 2 random cards.,SPELL
Tyler Walpole,,True,6.0,,"[100, 800, 20, 100]",,,You probably should avoid siphoning your own soul.  You might create some kind of weird infinite loop.,,,,EX1_309,,Siphon Soul,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",WARLOCK,,RARE,EXPERT1,,,Destroy a minion. Restore #3 Health to your hero.,SPELL
Zoltan & Gabor,7.0,True,8.0,,"[1600, 3200, 400, 1600]",,,A masterless shamurai.,7.0,,,AT_009,['DEATHRATTLE'],Rhonin,,,MAGE,,LEGENDARY,TGT,,,<b>Deathrattle:</b> Add 3 copies of Arcane Missiles to your hand.,MINION
Trent Kaniuga,9.0,True,9.0,,"[1600, 3200, 400, 1600]",,,"He was obsessed with explosives until he discovered knitting. Now he yells, “SWEATERS! MORE SWEATERS!”",7.0,,,GVG_116,,Mekgineer Thermaplugg,,,NEUTRAL,MECHANICAL,LEGENDARY,GVG,,,"Whenever an enemy minion dies, summon a Leper Gnome.",MINION
Jim Nelson,6.0,True,5.0,,"[100, 800, 20, 100]",,,"Guardians used to be built out of Adamantium, but production got moved to Gadgetzan and Cobalt was cheap.",3.0,,,GVG_062,,Cobalt Guardian,,,PALADIN,MECHANICAL,RARE,GVG,,,"Whenever you summon a Mech, gain <b>Divine Shield</b>.",MINION
James Ryman,8.0,True,9.0,,"[1600, 3200, 400, 1600]",,,Time to write some flavor text.,8.0,,,EX1_560,,Nozdormu,,,NEUTRAL,DRAGON,LEGENDARY,EXPERT1,,,Players only have 15 seconds to take their turns.,MINION
Dave Allsop,5.0,True,4.0,,"[100, 800, 20, 100]",,,What did you expect to happen?  He's a Spawn.  Of Shadows.,4.0,,,AT_012,['INSPIRE'],Spawn of Shadows,,,PRIEST,,RARE,TGT,,,<b>Inspire:</b> Deal 4 damage to each hero.,MINION
Sam Nielson,3.0,True,4.0,,"[40, 400, 5, 50]",,,Hee hee!  Look at his cute little feet.,4.0,,,AT_076,['INSPIRE'],Murloc Knight,,,PALADIN,MURLOC,COMMON,TGT,,,<b>Inspire:</b> Summon a random Murloc.,MINION
Lars Grant-West,2.0,True,5.0,,,,,Tundra rhinos are often mistaken for kodos.  Or am I mistaken?,5.0,Unlocked at Level 8.,Unlocked at Level 43.,DS1_178,,Tundra Rhino,,,HUNTER,BEAST,COMMON,CORE,,,Your Beasts have <b>Charge</b>.,MINION
George Davis,2.0,True,2.0,,,,,I'm offering you a bargain here!  This amazing vacuum cleaner for your soul!,2.0,"Unlocked in the Temple of Orsis, in the League of Explorers adventure.","Crafting unlocked in the Temple of Orsis, in the League of Explorers adventure.",LOE_023,['BATTLECRY'],Dark Peddler,,,WARLOCK,,COMMON,LOE,,,"<b>Battlecry: Discover</b> a
1-Cost card.",MINION
Dan Scott,,True,2.0,,"[400, 1600, 100, 400]","['CS2_017', 'DS1h_292', 'CS2_034', 'CS2_101', 'CS2_083b', 'CS2_049', 'CS2_102', 'CS2_056', 'CS1h_001']",,SEE YA DARKNESS!,,,,OG_118,,Renounce Darkness,,,WARLOCK,,EPIC,OG,,,Replace your Hero Power and Warlock cards with another class's. The cards cost (1) less.,SPELL
Alex Garner,,True,6.0,,"[400, 1600, 100, 400]",,,Wham! Wham! Wham! Wham! Wham! Wham! Wham! Wham!,,,,EX1_384,['ImmuneToSpellpower'],Avenging Wrath,,,PALADIN,,EPIC,EXPERT1,,,Deal $8 damage randomly split among all enemies.,SPELL
Genevieve Tsai & Nutchapol ,2.0,True,4.0,,"[40, 400, 5, 50]",,,You no take tentacle!,2.0,,,OG_082,,Evolved Kobold,,,NEUTRAL,,COMMON,OG,2.0,,<b>Spell Damage +2</b>,MINION
Mark Abadier,5.0,True,6.0,,"[40, 400, 5, 50]",,,They never get the recognition they deserve.,5.0,,,OG_207,['BATTLECRY'],Faceless Summoner,,,MAGE,,COMMON,OG,,,<b>Battlecry:</b> Summon a random 3-Cost minion.,MINION
Zoltan & Gabor,,True,1.0,,,,,"Several paladins have joined together to deliver justice under the name ""Justice Force"".  Their lawyer talked them out of calling themselves the Justice League.",,"Unlocked in Frostwyrm Lair, in the Naxxramas adventure.","Crafting unlocked in Frostwyrm Lair, in the Naxxramas adventure.",FP1_020,['SECRET'],Avenge,,,PALADIN,,COMMON,NAXX,,,"<b>Secret:</b> When one of your minions dies, give a random friendly minion +3/+2.",SPELL
Ben Zhang,5.0,True,5.0,,,,,"If she had studied harder, she would have been a C+ witch.",5.0,"Unlocked in The Ruined City, in the League of Explorers adventure.","Crafting unlocked in The Ruined City, in the League of Explorers adventure.",LOE_038,['AURA'],Naga Sea Witch,,,NEUTRAL,,EPIC,LOE,,,Your cards cost (5).,MINION
Arthur Bozonnet,3.0,True,3.0,,,,,She's practically GIVING your secrets away!,4.0,"Unlocked in the Parlor, in One Night in Karazhan.","Crafting unlocked in the Parlor, in One Night in Karazhan.",KAR_006,,Cloaked Huntress,,,HUNTER,,COMMON,KARA,,,Your <b>Secrets</b> cost (0).,MINION
Ben Zhang,6.0,True,5.0,,,,,"Despite the name, he's a solid conjurer.",3.0,"Unlocked in Uldaman, in the League of Explorers adventure.","Crafting unlocked in Uldaman, in the League of Explorers adventure.",LOE_003,['BATTLECRY'],Ethereal Conjurer,,,MAGE,,COMMON,LOE,,,<b>Battlecry: Discover</b> a spell.,MINION
E.M. Gist,,True,2.0,,"[40, 400, 5, 50]",,,"""Dun da dun, dun da dun"": if you've heard an ogre sing this, it's too late.",,,,EX1_391,,Slam,,"{'REQ_MINION_TARGET': 0, 'REQ_TARGET_TO_PLAY': 0}",WARRIOR,,COMMON,EXPERT1,,,"Deal $2 damage to a minion. If it survives, draw a card.",SPELL
Skan Srisuwan,,True,7.0,,"[400, 1600, 100, 400]",,,"They're just normal wisps, actually. The ""Of the Old Gods"" bit is just marketing.",,,,OG_195,['CHOOSE_ONE'],Wisps of the Old Gods,,,DRUID,,EPIC,OG,,,<b>Choose One -</b> Summon seven 1/1 Wisps; or Give your minions +2/+2.,SPELL
Samwise Didier,5.0,True,5.0,,,"['PRO_001a', 'PRO_001b', 'PRO_001c']",,"He's looking for a drummer.  The current candidates are: Novice Engineer, Sen'jin Shieldmasta', and Ragnaros the Firelord.",5.0,,Awarded at BlizzCon 2013.,PRO_001,['BATTLECRY'],Elite Tauren Chieftain,,,NEUTRAL,,LEGENDARY,PROMO,,,<b>Battlecry:</b> Give both players the power to ROCK! (with a Power Chord card),MINION
Peet Cooper,2.0,True,4.0,4.0,"[400, 1600, 100, 400]",,,You can only pick it up if you are worthy.,,,,AT_050,['DEATHRATTLE'],Charged Hammer,,,SHAMAN,,EPIC,TGT,,,<b>Deathrattle:</b> Your Hero Power becomes 'Deal 2 damage.',WEAPON
Matt Dixon,3.0,True,2.0,,,,,"Alas poor Annoy-o-Tron! A fellow of infinite jest, of most excellent fancy!",2.0,"Unlocked in the Opera, in One Night in Karazhan.","Crafting unlocked in the Opera, in One Night in Karazhan.",KAR_011,['TAUNT'],Pompous Thespian,,,NEUTRAL,,COMMON,KARA,,,<b>Taunt</b>,MINION
Raymond Swanland,6.0,True,6.0,,"[1600, 3200, 400, 1600]",,,"The Iron Juggernaut guards Orgrimmar and has just earned the ""Employee of the Month"" award!",5.0,,,GVG_056,['BATTLECRY'],Iron Juggernaut,,,WARRIOR,MECHANICAL,LEGENDARY,GVG,,,"<b>Battlecry:</b> Shuffle a Mine into your opponent's deck. When drawn, it explodes for 10 damage.",MINION
Zoltan Boros,6.0,True,6.0,,"[400, 1600, 100, 400]",,,"He may sound surly and antisocial, but he's actually just really shy.",6.0,,,AT_079,['BATTLECRY'],Mysterious Challenger,,,PALADIN,,EPIC,TGT,,,<b>Battlecry:</b> Put one of each <b>Secret</b> from your deck into the battlefield.,MINION
